patent_id,number_of_inventors,number_of_local_inventors,number_of_remote_inventors,number_of_clusters (local+remote),radius_local,radius_remote,local_cluster,nonlocal_cluster,remote_cluster
9131836,8,8,0,1,1000,1000,"{'number_of_inventors_in_cluster': 8, 'locations': '(33.6317,-117.5656); (37.6811,-122.1233); (37.4853,-122.2353); (37.4853,-122.2353); (37.7397,-121.4242); (38.7908,-121.2347); (37.2872,-121.9489); (37.5483,-121.9875)', 'center_lat': 37.4853, 'center_lng': -122.2353, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9161722,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(40.2247,-105.2708); (39.8681,-104.9714)', 'center_lat': 40.2247, 'center_lng': -105.2708, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9161769,9,9,0,1,1000,1000,"{'number_of_inventors_in_cluster': 9, 'locations': '(40.1672,-105.1014); (40.015,-105.27); (40.1672,-105.1014); (40.015,-105.27); (40.015,-105.27); (39.7392,-104.9842); (39.9936,-105.0892); (40.3978,-105.0744); (40.485,-106.8311)', 'center_lat': 40.015, 'center_lng': -105.27, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9186216,4,3,1,2,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(32.7153,-117.1564); (37.3853,-122.1131); (37.775,-122.4183)', 'center_lat': 37.775, 'center_lng': -122.4183, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(40.015,-105.27)', 'center_lat': 40.015, 'center_lng': -105.27, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1502.3781202117716}]"
9192406,7,6,1,2,1000,1000,"{'number_of_inventors_in_cluster': 6, 'locations': '(37.3394,-121.8939); (38.6447,-121.2711); (37.4539,-122.1811); (37.4853,-122.2353); (37.5072,-122.2594); (37.4539,-122.1811)', 'center_lat': 37.4853, 'center_lng': -122.2353, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(39.9611,-82.9989)', 'center_lat': 39.9611, 'center_lng': -82.9989, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 3387.52496914163}]"
9192432,3,3,0,1,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(39.7392,-104.9842); (39.7556,-105.2206); (40.015,-105.27)', 'center_lat': 40.015, 'center_lng': -105.27, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9220436,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(40.2247,-105.2708); (39.8681,-104.9714)', 'center_lat': 40.2247, 'center_lng': -105.2708, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9265847,9,9,0,1,1000,1000,"{'number_of_inventors_in_cluster': 9, 'locations': '(40.1672,-105.1014); (40.015,-105.27); (40.1672,-105.1014); (40.015,-105.27); (40.015,-105.27); (39.7392,-104.9842); (39.9936,-105.0892); (40.3978,-105.0744); (40.485,-106.8311)', 'center_lat': 40.015, 'center_lng': -105.27, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9301802,3,2,1,2,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(40.1672,-105.1014); (40.015,-105.27)', 'center_lat': 40.015, 'center_lng': -105.27, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(37.3689,-122.0353)', 'center_lat': 37.3689, 'center_lng': -122.0353, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1482.136610475971}]"
9301827,6,6,0,1,1000,1000,"{'number_of_inventors_in_cluster': 6, 'locations': '(33.6694,-117.8222); (33.6694,-117.8222); (33.6694,-117.8222); (33.6694,-117.8222); (33.6694,-117.8222); (33.5422,-117.7822)', 'center_lat': 33.5422, 'center_lng': -117.7822, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9308346,4,4,0,1,1000,1000,"{'number_of_inventors_in_cluster': 4, 'locations': '(33.6694,-117.8222); (33.7456,-117.8669); (33.7458,-117.8253); (33.7456,-117.8669)', 'center_lat': 33.7456, 'center_lng': -117.8669, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9308569,4,4,0,1,1000,1000,"{'number_of_inventors_in_cluster': 4, 'locations': '(33.6694,-117.8222); (33.7456,-117.8669); (33.7458,-117.8253); (33.7456,-117.8669)', 'center_lat': 33.7456, 'center_lng': -117.8669, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9314267,5,5,0,1,1000,1000,"{'number_of_inventors_in_cluster': 5, 'locations': '(41.3967,-73.0764); (41.3081,-72.9286); (40.3764,-74.2447); (41.1414,-73.3583); (41.2428,-73.2011)', 'center_lat': 41.2428, 'center_lng': -73.2011, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9333032,4,3,1,2,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(37.3394,-121.8939); (37.775,-122.4183); (37.3689,-122.0353)', 'center_lat': 37.3689, 'center_lng': -122.0353, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(40.015,-105.27)', 'center_lat': 40.015, 'center_lng': -105.27, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1482.136610475971}]"
9339575,3,1,2,3,1000,1000,"{'number_of_inventors_in_cluster': 1, 'locations': '(38.4406,-122.7133)', 'center_lat': 38.4406, 'center_lng': -122.7133, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(47.6589,-117.425)', 'center_lat': 47.6589, 'center_lng': -117.425, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1110.7789566042004}, {'number_of_inventors_in_cluster': 1, 'locations': '(35.8217,-84.0481)', 'center_lat': 35.8217, 'center_lng': -84.0481, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 3414.9707554648203}]"
9345506,9,9,0,1,1000,1000,"{'number_of_inventors_in_cluster': 9, 'locations': '(40.1672,-105.1014); (40.015,-105.27); (40.1672,-105.1014); (40.015,-105.27); (40.015,-105.27); (39.7392,-104.9842); (39.9936,-105.0892); (40.3978,-105.0744); (40.485,-106.8311)', 'center_lat': 40.015, 'center_lng': -105.27, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9375276,3,2,1,2,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(40.0503,-105.0494); (40.015,-105.27)', 'center_lat': 40.015, 'center_lng': -105.27, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(37.3689,-122.0353)', 'center_lat': 37.3689, 'center_lng': -122.0353, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1482.136610475971}]"
9375333,4,4,0,1,1000,1000,"{'number_of_inventors_in_cluster': 4, 'locations': '(37.4419,-122.1419); (37.2267,-121.9736); (37.3542,-121.9542); (37.4419,-122.1419)', 'center_lat': 37.4419, 'center_lng': -122.1419, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9414738,7,7,0,1,1000,1000,"{'number_of_inventors_in_cluster': 7, 'locations': '(33.6317,-117.5656); (37.6811,-122.1233); (37.4853,-122.2353); (37.4853,-122.2353); (37.7397,-121.4242); (38.7908,-121.2347); (37.5483,-121.9875)', 'center_lat': 37.4853, 'center_lng': -122.2353, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9420940,8,8,0,1,1000,1000,"{'number_of_inventors_in_cluster': 8, 'locations': '(33.6317,-117.5656); (37.6811,-122.1233); (37.4853,-122.2353); (37.4853,-122.2353); (37.7397,-121.4242); (38.7908,-121.2347); (37.2872,-121.9489); (37.5483,-121.9875)', 'center_lat': 37.4853, 'center_lng': -122.2353, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9439827,8,8,0,1,1000,1000,"{'number_of_inventors_in_cluster': 8, 'locations': '(37.5631,-122.3244); (37.775,-122.4183); (37.775,-122.4183); (37.775,-122.4183); (38.5472,-122.8153); (37.9736,-122.53); (38.4406,-122.7133); (37.4419,-122.1419)', 'center_lat': 37.775, 'center_lng': -122.4183, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9468499,4,2,2,2,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(37.3853,-122.1131); (37.775,-122.4183)', 'center_lat': 37.775, 'center_lng': -122.4183, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 2, 'locations': '(40.1672,-105.1014); (40.015,-105.27)', 'center_lat': 40.1672, 'center_lng': -105.1014, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1517.9456962652162}]"
9480528,4,2,2,2,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(37.3853,-122.1131); (37.775,-122.4183)', 'center_lat': 37.775, 'center_lng': -122.4183, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 2, 'locations': '(40.1672,-105.1014); (40.015,-105.27)', 'center_lat': 40.1672, 'center_lng': -105.1014, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1517.9456962652162}]"
9486237,4,4,0,1,1000,1000,"{'number_of_inventors_in_cluster': 4, 'locations': '(37.43,-122.2528); (37.3394,-121.8939); (37.6625,-121.8736); (37.5072,-122.2594)', 'center_lat': 37.43, 'center_lng': -122.2528, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9492195,10,8,2,2,1000,1000,"{'number_of_inventors_in_cluster': 8, 'locations': '(41.7711,-73.0603); (41.3967,-73.0764); (40.3764,-74.2447); (41.7244,-73.2367); (41.3325,-73.2078); (41.1414,-73.3583); (41.2428,-73.2011); (40.7142,-74.0064)', 'center_lat': 41.2428, 'center_lng': -73.2011, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 2, 'locations': '(32.8156,34.9892); (32.8156,34.9892)', 'center_lat': 32.8156, 'center_lng': 34.9892, 'country': 'Israel', 'geographical_relationship:': 'cross border', 'haversine_distance_to_local': 8983.779981396703}]"
9522063,3,2,1,2,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(37.9736,-122.53); (38.4406,-122.7133)', 'center_lat': 38.4406, 'center_lng': -122.7133, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(45.0792,-93.1469)', 'center_lat': 45.0792, 'center_lng': -93.1469, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 2544.8831688593846}]"
9532799,4,4,0,1,1000,1000,"{'number_of_inventors_in_cluster': 4, 'locations': '(37.43,-122.2528); (37.3394,-121.8939); (37.6625,-121.8736); (37.5072,-122.2594)', 'center_lat': 37.43, 'center_lng': -122.2528, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9539692,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(44.9367,-93.6658); (45.0106,-93.4553)', 'center_lat': 44.9367, 'center_lng': -93.6658, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9549778,4,2,2,2,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(37.4853,-122.2353); (37.3689,-122.0353)', 'center_lat': 37.3689, 'center_lng': -122.0353, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 2, 'locations': '(39.7047,-105.0808); (40.015,-105.27)', 'center_lat': 39.7047, 'center_lng': -105.0808, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1495.0000780135133}]"
9561023,5,3,2,3,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(38.2325,-122.6356); (38.4406,-122.7133); (38.5472,-122.8153)', 'center_lat': 38.5472, 'center_lng': -122.8153, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(47.6589,-117.425)', 'center_lat': 47.6589, 'center_lng': -117.425, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1102.9508898999588}, {'number_of_inventors_in_cluster': 1, 'locations': '(35.8217,-84.0481)', 'center_lat': 35.8217, 'center_lng': -84.0481, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 3422.2867626059524}]"
9579117,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(39.7392,-104.9842); (40.015,-105.27)', 'center_lat': 39.7392, 'center_lng': -104.9842, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9592037,5,3,2,3,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(38.2383,-122.0392); (38.4406,-122.7133); (38.5472,-122.8153)', 'center_lat': 38.5472, 'center_lng': -122.8153, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(47.6589,-117.425)', 'center_lat': 47.6589, 'center_lng': -117.425, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1102.9508898999588}, {'number_of_inventors_in_cluster': 1, 'locations': '(35.8217,-84.0481)', 'center_lat': 35.8217, 'center_lng': -84.0481, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 3422.2867626059524}]"
9649152,7,6,1,2,1000,1000,"{'number_of_inventors_in_cluster': 6, 'locations': '(40.015,-105.27); (40.015,-105.27); (40.0992,-104.9367); (39.9778,-105.1319); (39.6333,-105.3167); (39.9206,-105.0861)', 'center_lat': 39.9778, 'center_lng': -105.1319, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(37.4539,-122.1811)', 'center_lat': 37.4539, 'center_lng': -122.1811, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1503.1350547659429}]"
9675482,3,3,0,1,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(37.3394,-121.8939); (37.4419,-122.1419); (37.3542,-121.9542)', 'center_lat': 37.4419, 'center_lng': -122.1419, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9685281,3,3,0,1,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(31.0456,121.3997); (31.0456,121.3997); (31.0456,121.3997)', 'center_lat': 31.0456, 'center_lng': 121.3997, 'country': 'China', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9717514,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(37.0514,-122.0722); (37.2872,-121.9489)', 'center_lat': 37.0514, 'center_lng': -122.0722, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9743981,6,6,0,1,1000,1000,"{'number_of_inventors_in_cluster': 6, 'locations': '(37.4853,-122.2353); (37.4853,-122.2353); (37.5742,-122.3783); (38.7908,-121.2347); (37.3689,-122.0353); (37.3542,-121.9542)', 'center_lat': 37.5742, 'center_lng': -122.3783, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9763733,5,5,0,1,1000,1000,"{'number_of_inventors_in_cluster': 5, 'locations': '(37.4853,-122.2353); (37.4853,-122.2353); (37.5742,-122.3783); (37.3689,-122.0353); (37.3542,-121.9542)', 'center_lat': 37.5742, 'center_lng': -122.3783, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9788854,6,5,1,2,1000,1000,"{'number_of_inventors_in_cluster': 5, 'locations': '(37.3689,-122.0353); (37.43,-122.2528); (37.3542,-121.9542); (37.3394,-121.8939); (37.5072,-122.2594)', 'center_lat': 37.3542, 'center_lng': -121.9542, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(32.5006,-94.7403)', 'center_lat': 32.5006, 'center_lng': -94.7403, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 2529.6394127441604}]"
9788943,10,8,2,3,1000,1000,"{'number_of_inventors_in_cluster': 8, 'locations': '(38.5472,-122.8153); (38.4406,-122.7133); (38.4406,-122.7133); (38.4406,-122.7133); (38.4406,-122.7133); (38.4406,-122.7133); (38.4406,-122.7133); (37.9736,-122.53)', 'center_lat': 38.4406, 'center_lng': -122.7133, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(45.105,-93.2083)', 'center_lat': 45.105, 'center_lng': -93.2083, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 2540.41682558146}, {'number_of_inventors_in_cluster': 1, 'locations': '(53.2969,-8.9936)', 'center_lat': 53.2969, 'center_lng': -8.9936, 'country': 'Ireland', 'geographical_relationship:': 'cross border', 'haversine_distance_to_local': 7998.532429329986}]"
