patent_id,number_of_inventors,number_of_local_inventors,number_of_remote_inventors,number_of_clusters (local+remote),radius_local,radius_remote,local_cluster,nonlocal_cluster,remote_cluster
8619192,3,3,0,1,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(37.3394,-121.8939); (37.3861,-122.0828); (37.5483,-121.9875)', 'center_lat': 37.3394, 'center_lng': -121.8939, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
8650596,3,3,0,1,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(37.2267,-121.9736); (37.775,-122.4183); (37.4539,-122.1811)', 'center_lat': 37.775, 'center_lng': -122.4183, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
8654152,5,3,2,2,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(47.6064,-122.3308); (47.6419,-122.0792); (47.6742,-122.1203)', 'center_lat': 47.6742, 'center_lng': -122.1203, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 2, 'locations': '(42.2711,-89.0939); (41.7792,-87.7078)', 'center_lat': 42.2711, 'center_lng': -89.0939, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 2645.0369906304472}]"
8661332,9,8,1,2,1000,1000,"{'number_of_inventors_in_cluster': 8, 'locations': '(47.6064,-122.3308); (47.5708,-122.2208); (47.6106,-122.1994); (47.6742,-122.1203); (47.5861,-122.2032); (47.6064,-122.3308); (47.6742,-122.1203); (47.6742,-122.1203)', 'center_lat': 47.6742, 'center_lng': -122.1203, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(37.3861,-122.0828)', 'center_lat': 37.3861, 'center_lng': -122.0828, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1143.9886125546516}]"
8683522,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(37.4853,-122.2353); (37.3542,-121.9542)', 'center_lat': 37.4853, 'center_lng': -122.2353, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
8699861,5,5,0,1,1000,1000,"{'number_of_inventors_in_cluster': 5, 'locations': '(37.3853,-122.1131); (38.5789,-122.5786); (37.4419,-122.1419); (37.775,-122.4183); (37.3231,-122.0311)', 'center_lat': 37.3853, 'center_lng': -122.1131, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
8730167,7,6,1,2,1000,1000,"{'number_of_inventors_in_cluster': 6, 'locations': '(31.8206,117.2272); (31.8639,117.2808); (31.8639,117.2808); (31.8639,117.2808); (31.8639,117.2808); (31.8639,117.2808)', 'center_lat': 31.8639, 'center_lng': 117.2808, 'country': 'China', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(47.6817,-122.2075)', 'center_lat': 47.6817, 'center_lng': -122.2075, 'country': 'United States', 'geographical_relationship:': 'cross border', 'haversine_distance_to_local': 9369.167618359264}]"
8739230,4,2,2,2,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(47.6742,-122.1203); (47.6064,-122.3308)', 'center_lat': 47.6064, 'center_lng': -122.3308, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 2, 'locations': '(38.5789,-122.5786); (37.4419,-122.1419)', 'center_lat': 38.5789, 'center_lng': -122.5786, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1004.0123313044669}]"
8744237,2,1,1,2,1000,1000,"{'number_of_inventors_in_cluster': 1, 'locations': '(47.7544,-122.1622)', 'center_lat': 47.7544, 'center_lng': -122.1622, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(37.4419,-122.1419)', 'center_lat': 37.4419, 'center_lng': -122.1419, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1146.6988733727458}]"
8767968,3,3,0,1,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(47.6742,-122.1203); (47.6419,-122.0792); (47.6742,-122.1203)', 'center_lat': 47.6742, 'center_lng': -122.1203, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
8768137,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(37.775,-122.4183); (37.775,-122.4183)', 'center_lat': 37.775, 'center_lng': -122.4183, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
8768146,4,3,1,2,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(47.6211,-122.2264); (47.6742,-122.1203); (47.6064,-122.3308)', 'center_lat': 47.6064, 'center_lng': -122.3308, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(38.5789,-122.5786)', 'center_lat': 38.5789, 'center_lng': -122.5786, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1004.0123313044669}]"
8786730,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(47.6419,-122.0792); (47.6742,-122.1203)', 'center_lat': 47.6419, 'center_lng': -122.0792, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
8803952,4,3,1,2,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(32.8156,34.9892); (32.8156,34.9892); (32.6602,35.1046)', 'center_lat': 32.8156, 'center_lng': 34.9892, 'country': 'Israel', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(47.6419,-122.0792)', 'center_lat': 47.6419, 'center_lng': -122.0792, 'country': 'United States', 'geographical_relationship:': 'cross border', 'haversine_distance_to_local': 10780.516510449095}]"
8832708,6,4,2,3,1000,1000,"{'number_of_inventors_in_cluster': 4, 'locations': '(47.7544,-122.1622); (47.6817,-122.2075); (47.6742,-122.1203); (47.5303,-122.0314)', 'center_lat': 47.7544, 'center_lng': -122.1622, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(37.2639,-122.0219)', 'center_lat': 37.2639, 'center_lng': -122.0219, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1166.546508135952}, {'number_of_inventors_in_cluster': 1, 'locations': '(32.2217,-110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1969.953751793975}]"
8928659,6,6,0,1,1000,1000,"{'number_of_inventors_in_cluster': 6, 'locations': '(47.6742,-122.1203); (47.6064,-122.3308); (47.6419,-122.0792); (47.6319,-122.2167); (47.6742,-122.1203); (47.6464,-122.2161)', 'center_lat': 47.6319, 'center_lng': -122.2167, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
8935796,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(37.4419,-122.1419); (37.4539,-122.1811)', 'center_lat': 37.4419, 'center_lng': -122.1419, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
8982151,2,1,1,2,1000,1000,"{'number_of_inventors_in_cluster': 1, 'locations': '(37.4419,-122.1419)', 'center_lat': 37.4419, 'center_lng': -122.1419, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(47.6419,-122.0792)', 'center_lat': 47.6419, 'center_lng': -122.0792, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1134.199775553312}]"
8984577,4,2,2,2,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(37.4419,-122.1419); (37.4539,-122.1811)', 'center_lat': 37.4419, 'center_lng': -122.1419, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 2, 'locations': '(47.6742,-122.1203); (47.6064,-122.3308)', 'center_lat': 47.6742, 'center_lng': -122.1203, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1137.7812104227116}]"
8988463,6,4,2,2,1000,1000,"{'number_of_inventors_in_cluster': 4, 'locations': '(47.6817,-122.2075); (47.6419,-122.0792); (47.6742,-122.1203); (47.6742,-122.1203)', 'center_lat': 47.6419, 'center_lng': -122.0792, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 2, 'locations': '(50.9167,0.3333); (50.9167,0.3333)', 'center_lat': 50.9167, 'center_lng': 0.3333, 'country': 'United Kingdom', 'geographical_relationship:': 'cross border', 'haversine_distance_to_local': 7757.245974475232}]"
9015746,4,3,1,2,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(47.6742,-122.1203); (47.6106,-122.1994); (47.6064,-122.3308)', 'center_lat': 47.6742, 'center_lng': -122.1203, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(37.4419,-122.1419)', 'center_lat': 37.4419, 'center_lng': -122.1419, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1137.7812104227116}]"
9021434,5,5,0,1,1000,1000,"{'number_of_inventors_in_cluster': 5, 'locations': '(47.6064,-122.3308); (47.6742,-122.1203); (47.6742,-122.1203); (47.6064,-122.3308); (47.6742,-122.1203)', 'center_lat': 47.6742, 'center_lng': -122.1203, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9047103,7,7,0,1,1000,1000,"{'number_of_inventors_in_cluster': 7, 'locations': '(47.6742,-122.1203); (47.6064,-122.3308); (47.6742,-122.1203); (47.6742,-122.1203); (47.6064,-122.3308); (47.6064,-122.3308); (47.6742,-122.1203)', 'center_lat': 47.6742, 'center_lng': -122.1203, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9077458,5,4,1,2,1000,1000,"{'number_of_inventors_in_cluster': 4, 'locations': '(47.6742,-122.1203); (47.6211,-122.2264); (47.6106,-122.1994); (47.7544,-122.1622)', 'center_lat': 47.6742, 'center_lng': -122.1203, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(37.4419,-122.1419)', 'center_lat': 37.4419, 'center_lng': -122.1419, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1137.7812104227116}]"
9084002,3,3,0,1,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(47.6106,-122.1994); (47.6419,-122.0792); (47.6106,-122.1994)', 'center_lat': 47.6419, 'center_lng': -122.0792, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9113190,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(47.6064,-122.3308); (47.6419,-122.0792)', 'center_lat': 47.6419, 'center_lng': -122.0792, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9124767,3,3,0,1,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(37.8717,-122.2717); (37.4419,-122.1419); (37.4419,-122.1419)', 'center_lat': 37.4419, 'center_lng': -122.1419, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9179195,4,4,0,1,1000,1000,"{'number_of_inventors_in_cluster': 4, 'locations': '(37.3689,-122.0353); (37.3689,-122.0353); (37.4539,-122.1811); (37.3542,-121.9542)', 'center_lat': 37.3689, 'center_lng': -122.0353, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9209987,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(37.2639,-122.0219); (37.2872,-121.9489)', 'center_lat': 37.2872, 'center_lng': -121.9489, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9241125,3,3,0,1,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(38.5789,-122.5786); (37.775,-122.4183); (37.4419,-122.1419)', 'center_lat': 37.775, 'center_lng': -122.4183, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9292767,7,4,3,2,1000,1000,"{'number_of_inventors_in_cluster': 4, 'locations': '(37.3861,-122.0828); (37.3542,-121.9542); (32.7153,-117.1564); (37.5483,-121.9875)', 'center_lat': 37.5483, 'center_lng': -121.9875, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 3, 'locations': '(47.6064,-122.3308); (46.0419,-117.3386); (47.6106,-122.1994)', 'center_lat': 47.6064, 'center_lng': -122.3308, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1118.7596674921488}]"
9313376,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(47.6419,-122.0792); (47.6064,-122.3308)', 'center_lat': 47.6419, 'center_lng': -122.0792, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9323514,3,3,0,1,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(47.6742,-122.1203); (47.6742,-122.1203); (47.6742,-122.1203)', 'center_lat': 47.6742, 'center_lng': -122.1203, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9330499,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(47.6419,-122.0792); (47.6817,-122.2075)', 'center_lat': 47.6419, 'center_lng': -122.0792, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9348141,5,4,1,2,1000,1000,"{'number_of_inventors_in_cluster': 4, 'locations': '(47.6742,-122.1203); (47.6742,-122.1203); (47.6419,-122.0792); (47.5303,-122.0314)', 'center_lat': 47.6742, 'center_lng': -122.1203, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(37.4419,-122.1419)', 'center_lat': 37.4419, 'center_lng': -122.1419, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1137.7812104227116}]"
9363546,5,4,1,2,1000,1000,"{'number_of_inventors_in_cluster': 4, 'locations': '(47.6742,-122.1203); (47.6211,-122.2264); (47.6106,-122.1994); (47.7544,-122.1622)', 'center_lat': 47.6742, 'center_lng': -122.1203, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(37.4419,-122.1419)', 'center_lat': 37.4419, 'center_lng': -122.1419, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1137.7812104227116}]"
9378286,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(37.4419,-122.1419); (37.4539,-122.1811)', 'center_lat': 37.4419, 'center_lng': -122.1419, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9392211,2,1,1,2,1000,1000,"{'number_of_inventors_in_cluster': 1, 'locations': '(47.7544,-122.1622)', 'center_lat': 47.7544, 'center_lng': -122.1622, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(37.4419,-122.1419)', 'center_lat': 37.4419, 'center_lng': -122.1419, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1146.6988733727458}]"
9424490,7,5,2,3,1000,1000,"{'number_of_inventors_in_cluster': 5, 'locations': '(47.6106,-122.1994); (47.7544,-122.1622); (47.6419,-122.0792); (47.6742,-122.1203); (47.6481,-121.9128)', 'center_lat': 47.6419, 'center_lng': -122.0792, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(37.3861,-122.0828)', 'center_lat': 37.3861, 'center_lng': -122.0828, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1140.3929664947275}, {'number_of_inventors_in_cluster': 1, 'locations': '(40.4775,-104.9008)', 'center_lat': 40.4775, 'center_lng': -104.9008, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1581.9755378248844}]"
9495371,6,6,0,1,1000,1000,"{'number_of_inventors_in_cluster': 6, 'locations': '(47.6064,-122.3308); (47.6742,-122.1203); (47.6742,-122.1203); (47.7575,-122.2428); (47.6742,-122.1203); (47.6064,-122.3308)', 'center_lat': 47.6742, 'center_lng': -122.1203, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9522330,6,3,3,3,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(52.8006,-1.6337); (52.2962,-1.5912); (52.45,-1.9167)', 'center_lat': 52.45, 'center_lng': -1.9167, 'country': 'United Kingdom', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 2, 'locations': '(47.6419,-122.0792); (47.6742,-122.1203)', 'center_lat': 47.6419, 'center_lng': -122.0792, 'country': 'United States', 'geographical_relationship:': 'cross border', 'haversine_distance_to_local': 7527.366273510482}, {'number_of_inventors_in_cluster': 1, 'locations': '(37.3689,-122.0353)', 'center_lat': 37.3689, 'center_lng': -122.0353, 'country': 'United States', 'geographical_relationship:': 'cross border', 'haversine_distance_to_local': 8475.560542874613}]"
9563369,5,5,0,1,1000,1000,"{'number_of_inventors_in_cluster': 5, 'locations': '(37.3853,-122.1131); (37.3689,-122.0353); (37.3689,-122.0353); (37.3394,-121.8939); (37.3861,-122.0828)', 'center_lat': 37.3861, 'center_lng': -122.0828, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9619943,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(47.6419,-122.0792); (47.6817,-122.2075)', 'center_lat': 47.6419, 'center_lng': -122.0792, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9646623,4,3,1,2,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(47.6419,-122.0792); (47.6419,-122.0792); (47.6106,-122.1994)', 'center_lat': 47.6419, 'center_lng': -122.0792, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(37.3689,-122.0353)', 'center_lat': 37.3689, 'center_lng': -122.0353, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1142.3110964105501}]"
9648325,8,7,1,2,1000,1000,"{'number_of_inventors_in_cluster': 7, 'locations': '(47.6106,-122.1994); (47.5861,-122.2032); (47.6742,-122.1203); (47.6064,-122.3308); (47.6742,-122.1203); (47.6106,-122.1994); (47.5303,-122.0314)', 'center_lat': 47.5303, 'center_lng': -122.0314, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(44.9537,-93.09)', 'center_lat': 44.9537, 'center_lng': -93.09, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 2230.9040401148914}]"
9691178,4,3,1,2,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(47.6064,-122.3308); (47.6064,-122.3308); (47.6742,-122.1203)', 'center_lat': 47.6064, 'center_lng': -122.3308, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(48.1486,17.1077)', 'center_lat': 48.1486, 'center_lng': 17.1077, 'country': 'Slovakia', 'geographical_relationship:': 'cross border', 'haversine_distance_to_local': 8670.234049352684}]"
9710973,5,4,1,2,1000,1000,"{'number_of_inventors_in_cluster': 4, 'locations': '(47.6742,-122.1203); (47.6742,-122.1203); (47.6419,-122.0792); (47.5303,-122.0314)', 'center_lat': 47.6742, 'center_lng': -122.1203, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(37.4419,-122.1419)', 'center_lat': 37.4419, 'center_lng': -122.1419, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1137.7812104227116}]"
9749619,4,4,0,1,1000,1000,"{'number_of_inventors_in_cluster': 4, 'locations': '(47.6742,-122.1203); (47.6742,-122.1203); (47.6742,-122.1203); (47.6742,-122.1203)', 'center_lat': 47.6742, 'center_lng': -122.1203, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9766870,7,7,0,1,1000,1000,"{'number_of_inventors_in_cluster': 7, 'locations': '(47.6419,-122.0792); (47.6742,-122.1203); (47.6742,-122.1203); (47.6064,-122.3308); (47.7625,-122.2042); (47.6742,-122.1203); (47.4831,-122.2158)', 'center_lat': 47.6742, 'center_lng': -122.1203, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9819970,6,4,2,3,1000,1000,"{'number_of_inventors_in_cluster': 4, 'locations': '(47.5861,-122.2032); (47.6106,-122.1994); (47.6106,-122.1994); (47.6106,-122.1994)', 'center_lat': 47.6106, 'center_lng': -122.1994, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(37.3861,-122.0828)', 'center_lat': 37.3861, 'center_lng': -122.0828, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1136.9523385825958}, {'number_of_inventors_in_cluster': 1, 'locations': '(44.9537,-93.09)', 'center_lat': 44.9537, 'center_lng': -93.09, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 2242.9685095090276}]"
9912562,4,3,1,2,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(47.6742,-122.1203); (47.7544,-122.1622); (47.7544,-122.1622)', 'center_lat': 47.7544, 'center_lng': -122.1622, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(45.0847,-93.0097)', 'center_lat': 45.0847, 'center_lng': -93.0097, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 2240.7687857806245}]"
7696198,6,5,1,2,1000,1000,"{'number_of_inventors_in_cluster': 5, 'locations': '(40.9792,-74.1169); (40.9628,-74.1333); (41.1219,-74.5808); (40.9219,-74.3458); (40.8681,-73.4261)', 'center_lat': 40.9792, 'center_lng': -74.1169, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(37.5072,-122.2594)', 'center_lat': 37.5072, 'center_lng': -122.2594, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 4111.364029917067}]"
6886046,5,4,1,2,1000,1000,"{'number_of_inventors_in_cluster': 4, 'locations': '(39.2403,-76.8397); (39.4036,-76.9506); (39.2403,-76.8397); (39.2064,-76.9433)', 'center_lat': 39.2403, 'center_lng': -76.8397, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(26.1,-80.4)', 'center_lat': 26.1, 'center_lng': -80.4, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1498.2898676851855}]"
9308173,3,2,1,2,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(40.1842,-75.2567); (40.3333,-74.6008)', 'center_lat': 40.1842, 'center_lng': -75.2567, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(25.0392,118.4711)', 'center_lat': 25.0392, 'center_lng': 118.4711, 'country': 'China', 'geographical_relationship:': 'cross border', 'haversine_distance_to_local': 12624.512633974417}]"
5759918,7,7,0,1,1000,1000,"{'number_of_inventors_in_cluster': 7, 'locations': '(38.6658,-120.925); (37.5072,-122.2594); (37.5483,-121.9875); (37.3231,-122.0311); (37.3231,-122.0311); (37.5483,-121.9875); (37.3861,-122.0828)', 'center_lat': 37.3861, 'center_lng': -122.0828, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
5908530,7,7,0,1,1000,1000,"{'number_of_inventors_in_cluster': 7, 'locations': '(38.6658,-120.925); (37.5072,-122.2594); (37.5483,-121.9875); (37.3231,-122.0311); (37.3231,-122.0311); (37.5483,-121.9875); (37.3861,-122.0828)', 'center_lat': 37.3861, 'center_lng': -122.0828, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
5938884,7,7,0,1,1000,1000,"{'number_of_inventors_in_cluster': 7, 'locations': '(38.6658,-120.925); (37.5072,-122.2594); (37.5483,-121.9875); (37.3231,-122.0311); (37.3231,-122.0311); (37.5483,-121.9875); (37.3861,-122.0828)', 'center_lat': 37.3861, 'center_lng': -122.0828, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
6447374,3,3,0,1,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(37.5297,-122.0392); (37.3394,-121.8939); (37.2267,-121.9736)', 'center_lat': 37.2267, 'center_lng': -121.9736, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
6488565,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(37.5297,-122.0392); (37.6689,-122.0797)', 'center_lat': 37.6689, 'center_lng': -122.0797, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
6561884,3,3,0,1,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(37.3797,-122.1364); (37.5297,-122.0392); (37.6689,-122.0797)', 'center_lat': 37.6689, 'center_lng': -122.0797, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
